

gen best mean std
0 65.74425 5.676969 16.62759
1 65.74425 10.575397 18.031124
2 85.211736 13.94136 21.012414
3 85.211736 16.579022 22.042307
4 85.211736 20.376023 22.849539
5 85.211736 23.648183 23.090722
6 85.211736 26.05464 22.832697
7 85.211736 27.752793 23.338279
8 87.697441 30.327525 24.085603
9 87.697441 32.09249 23.449774
10 87.697441 35.583151 23.364904
11 87.697441 37.104864 23.257186
12 87.697441 38.286848 22.867707
13 87.697441 38.679523 22.943771
14 87.697441 39.920194 22.839231
15 87.697441 40.369205 22.796977
16 87.954995 41.490908 22.964001
17 87.954995 43.48907 23.241218
18 87.954995 44.565705 23.323558
19 87.954995 45.275067 23.31797
20 87.954995 45.701889 23.130505
21 87.954995 47.464702 21.329257
22 87.954995 48.259236 21.01855
23 88.613791 49.366764 21.049555
24 88.613791 50.455203 20.843097
25 88.613791 51.425351 19.968846
26 88.613791 52.053506 19.707453
27 88.613791 53.201123 19.088041
28 88.613791 54.252407 19.628644
29 88.613791 54.599341 19.400348
30 88.613791 55.404759 19.742185
31 88.613791 56.058902 19.689095
32 88.613791 56.807745 19.930564
33 88.613791 57.654017 20.232175
34 88.613791 58.10821 20.14424
35 88.613791 58.647148 19.995359
36 88.613791 59.447959 19.854778
37 88.613791 59.717613 19.918066
38 88.613791 60.878887 19.506935
39 88.613791 61.914429 18.643264
40 88.613791 62.205059 18.706279
41 88.613791 63.21243 18.244393
42 88.613791 63.484982 17.991754
43 88.613791 63.845411 17.900886
44 88.613791 64.118311 17.458283
45 88.613791 64.3983 17.389626
46 88.613791 64.749089 17.059812
47 88.613791 64.750054 17.057897
48 88.613791 65.32965 17.155854
49 88.613791 65.852823 16.661358
