

gen best mean std
0 86.611736 10.218182 20.138309
1 86.611736 18.331374 23.216223
2 87.011736 27.465737 24.285591
3 87.038793 35.603048 24.510516
4 87.19141 43.710669 24.109314
5 87.19141 49.001051 22.721524
6 87.19141 53.993757 20.674174
7 87.19141 57.173575 19.332387
8 87.19141 61.904798 16.704916
9 87.19141 64.12487 16.47766
10 87.19141 66.047956 16.086137
11 87.466602 67.455892 16.09524
12 87.466602 67.989423 15.428876
13 87.466602 70.18952 14.847255
14 87.466602 71.906096 13.852059
15 87.466602 72.355964 13.673564
16 87.466602 73.140437 13.544946
17 87.466602 74.772159 12.848335
18 87.466602 75.92585 12.143053
19 87.811736 76.951138 11.770216
20 87.811736 78.49844 11.573315
21 87.811736 80.361162 10.002851
22 91.07095 81.009464 9.884819
23 91.07095 82.03862 8.861549
24 91.07095 82.39377 8.808356
25 91.07095 83.095457 8.260714
26 91.07095 83.418499 7.845039
27 91.07095 83.775378 7.614141
28 91.07095 83.798842 7.623322
29 91.07095 83.924751 7.576973
30 91.07095 84.026264 7.417145
31 91.07095 84.521235 6.396201
32 91.07095 84.78011 6.132787
33 91.07095 85.092271 5.453701
34 91.07095 85.216207 5.359465
35 91.07095 85.439335 5.152271
36 91.07095 85.544327 4.879597
37 91.07095 85.670751 4.760391
38 91.07095 85.793735 4.633594
39 91.07095 85.794006 4.633666
40 91.07095 86.010274 4.364943
41 91.07095 86.203665 4.215696
42 91.07095 86.246806 4.243274
43 91.07095 86.351366 4.090023
44 91.07095 86.353636 4.088802
45 91.07095 86.355636 4.089172
46 91.07095 86.369616 4.094392
47 91.07095 86.498328 3.928678
48 91.07095 86.502057 3.928987
49 91.07095 86.502057 3.928987
