

gen best mean std
0 23.582444 -1.710134 6.41007
1 23.70739 0.815387 7.133468
2 23.70739 3.735711 7.289117
3 25.5459 5.553975 7.188327
4 29.161663 7.100186 7.185754
5 29.161663 7.667488 7.159942
6 29.161663 9.102189 7.088023
7 29.161663 9.724676 6.99003
8 29.161663 10.595985 7.25994
9 29.161663 12.156202 7.06202
10 29.161663 13.282991 6.549888
11 38.300456 14.896183 7.23431
12 38.300456 15.792205 7.22844
13 38.300456 16.301568 7.424623
14 38.300456 16.863558 7.553023
15 38.300456 17.282618 7.473863
16 38.300456 18.038451 7.393229
17 38.300456 18.69948 7.504445
18 38.300456 19.102414 7.452896
19 38.830213 19.84311 7.575428
20 38.830213 20.357067 7.685796
21 38.830213 21.108701 7.803191
22 38.830213 21.565981 7.631732
23 38.830213 22.920044 7.85211
24 38.830213 23.877123 7.883727
25 38.830213 24.315478 8.064943
26 38.830213 25.89884 8.077023
27 44.547826 26.909423 7.923824
28 57.47789 28.470828 8.693544
29 57.47789 30.5085 9.136762
30 57.47789 32.797617 9.460018
31 57.47789 34.270489 9.869927
32 57.47789 35.022251 9.602384
33 57.47789 35.790313 9.569022
34 57.47789 36.889161 9.798649
35 57.47789 37.80388 9.920391
36 57.47789 38.558846 10.111542
37 60.701507 39.673107 10.30366
38 60.701507 40.121919 10.480435
39 60.701507 40.69643 10.397487
40 60.701507 41.333624 10.578318
41 60.701507 42.141653 10.243749
42 60.701507 42.489102 10.360523
43 60.701507 43.441727 9.912991
44 60.701507 43.764185 10.030182
45 60.701507 44.194611 10.01088
46 60.701507 44.473275 9.804573
47 60.701507 44.851713 9.913401
48 60.701507 45.337215 10.109482
49 60.701507 45.732134 10.148103
