

gen best mean std
0 92.211858 15.455828 30.257003
1 92.440414 27.782105 38.771708
2 92.440414 36.640899 41.328765
3 92.440414 48.789647 42.58125
4 93.154253 56.475525 41.426647
5 93.154253 62.124624 39.866133
6 93.323414 68.294207 37.765847
7 93.323414 70.409965 36.929864
8 93.323414 72.205737 35.924323
9 93.323414 73.913052 34.976094
10 93.334253 77.411663 32.220329
11 93.526708 78.680421 31.070144
12 93.526708 80.399244 29.551575
13 93.526708 80.503826 29.588599
14 93.526708 83.47612 25.69202
15 93.526708 83.724092 25.230764
16 93.526708 84.485625 24.559376
17 93.526708 86.170862 22.232139
18 93.618736 87.722087 19.749588
19 93.618736 87.824493 19.67715
20 93.618736 87.876204 19.505779
21 93.618736 87.879612 19.506556
22 93.618736 88.730519 17.709268
23 93.618736 88.744168 17.711867
24 93.618736 88.762428 17.71508
25 94.329365 88.817499 17.726768
26 94.329365 88.88222 17.739605
27 94.329365 89.785504 15.429762
28 94.329365 89.864735 15.405531
29 94.329365 90.826302 12.654899
30 94.329365 90.854262 12.650345
31 94.329365 90.899701 12.373355
32 94.329365 91.746301 9.00498
33 94.329365 91.773711 9.004427
34 94.329365 91.870277 8.562108
35 94.329365 91.894714 8.563537
36 94.329365 91.911784 8.565177
37 94.329365 91.957301 8.569599
38 94.329365 92.014695 8.575291
39 94.329365 92.032576 8.576119
40 94.329365 92.033884 8.576325
41 94.329365 92.89872 0.829694
42 94.329365 92.927232 0.810551
43 94.329365 92.960903 0.798175
44 94.329365 93.024488 0.657708
45 94.36625 93.03831 0.668689
46 94.36625 93.048474 0.672716
47 94.36625 93.072304 0.676849
48 94.36625 93.080743 0.660612
49 94.36625 93.110176 0.659103
