

gen best mean std
0 21.854789 -3.200928 5.281933
1 21.854789 -1.573193 5.729332
2 21.854789 -0.490471 6.0445
3 21.854789 0.88128 6.351126
4 30.077324 6.370117 8.517076
5 35.50236 11.30621 8.965589
6 35.50236 15.070834 9.330623
7 44.322643 18.57434 9.569101
8 47.125325 22.976318 10.420035
9 55.183309 28.091332 11.083252
10 55.183309 31.104215 11.614886
11 55.183309 34.586232 11.257113
12 56.1111 37.69527 11.088073
13 58.331463 39.693348 11.04203
14 61.46956 41.954975 10.120312
15 61.46956 42.566703 9.579532
16 61.46956 42.816421 9.38316
17 61.46956 43.421017 9.311619
18 61.46956 43.468608 9.227441
19 61.46956 43.951382 9.043007
20 61.46956 44.409255 8.960157
21 61.46956 44.816355 9.065563
22 64.111551 45.21941 9.072659
23 64.111551 45.226629 9.067996
24 64.111551 45.477423 8.745146
25 64.111551 45.671952 8.581475
26 64.111551 45.756089 8.515005
27 64.111551 45.887458 8.392042
28 64.111551 46.14856 8.233569
29 64.111551 46.304608 8.193944
30 64.111551 46.644654 8.161582
31 64.111551 46.754067 8.115346
32 64.111551 46.914089 8.056026
33 64.111551 46.917126 8.056046
34 64.111551 47.004176 8.150638
35 64.111551 47.139844 8.120061
36 64.111551 47.356198 8.097527
37 64.111551 47.760596 7.944101
38 64.111551 48.008912 8.034408
39 64.111551 48.091284 7.929166
40 64.111551 48.126557 7.925286
41 64.111551 48.278829 7.882473
42 64.111551 48.545436 7.056563
43 64.111551 48.622646 7.001654
44 64.111551 48.887785 6.618163
45 64.111551 48.887785 6.618163
46 64.111551 48.918365 6.575852
47 64.111551 48.985864 6.491969
48 64.111551 49.367153 6.364457
49 64.111551 49.491047 6.330093
