

gen best mean std
0 92.939318 36.322109 41.686302
1 92.939318 52.626604 41.091266
2 93.201683 70.187664 34.40085
3 93.586708 84.35025 20.581526
4 93.586708 89.027756 11.651753
5 93.683754 90.26816 8.548528
6 93.683754 90.76305 6.398531
7 93.683754 91.418186 3.720639
8 93.683754 91.545943 3.678386
9 93.80385 92.025933 0.900356
10 94.269365 92.130397 0.824883
11 94.269365 92.196989 0.825678
12 94.269365 92.239322 0.817581
13 94.269365 92.247477 0.811236
14 94.269365 92.294268 0.808331
15 94.269365 92.329988 0.800875
16 94.269365 92.347965 0.789825
17 94.269365 92.377531 0.789432
18 94.269365 92.434622 0.772459
19 94.269365 92.458405 0.763392
20 94.269365 92.479347 0.779586
21 94.269365 92.568196 0.752817
22 94.269365 92.587584 0.748215
23 94.269365 92.614576 0.756666
24 94.269365 92.65541 0.774402
25 94.269365 92.697711 0.75401
26 94.269365 92.734257 0.750734
27 94.269365 92.755286 0.732183
28 94.269365 92.778452 0.735197
29 94.269365 92.781333 0.736461
30 94.269365 92.800686 0.730477
31 94.269365 92.845269 0.706251
32 94.269365 92.864594 0.706057
33 94.355214 92.890975 0.713348
34 94.355214 92.908408 0.720146
35 94.355214 92.908408 0.720146
36 94.355214 92.937265 0.716744
37 94.355214 92.94191 0.710911
38 94.355214 92.978116 0.708066
39 94.355214 92.984756 0.713096
40 94.355214 93.029643 0.699134
41 94.415214 93.045533 0.712264
42 94.415214 93.054313 0.70569
43 94.475214 93.071288 0.695732
44 94.475214 93.106686 0.68771
45 94.475214 93.106686 0.68771
46 94.475214 93.127216 0.654889
47 94.475214 93.133559 0.659283
48 94.475214 93.133559 0.659283
49 94.475214 93.145701 0.651148
