

gen best mean std
0 19.306713 -2.784055 5.286353
1 27.802465 0.437088 6.398754
2 27.802465 3.028749 5.917872
3 27.802465 6.049945 5.90306
4 27.802465 8.558028 5.687078
5 27.802465 10.389713 5.83019
6 27.802465 11.607381 5.816904
7 43.957086 14.022053 7.135739
8 43.957086 16.277545 8.064076
9 43.957086 18.507163 7.854715
10 43.957086 20.046781 8.473768
11 43.957086 21.57226 8.863678
12 43.957086 22.689055 9.188011
13 45.260453 24.317276 9.359587
14 60.582825 26.581922 9.885974
15 60.582825 28.69947 10.458913
16 69.185602 30.912947 10.916819
17 69.185602 32.855774 11.272142
18 69.185602 36.137386 12.708382
19 69.185602 37.632423 13.137553
20 69.185602 39.079558 13.164251
21 69.185602 40.850305 13.286902
22 69.185602 41.651837 12.586472
23 69.185602 42.833896 12.658127
24 69.185602 44.019524 12.848034
25 69.185602 44.899408 12.791945
26 69.185602 45.810422 12.687718
27 69.185602 46.517379 12.486281
28 69.185602 47.306391 12.558792
29 71.24822 47.984864 12.634944
30 71.24822 48.190978 12.340668
31 71.24822 48.730855 11.573236
32 71.24822 49.359726 11.459967
33 71.24822 49.921074 11.033577
34 71.24822 50.551505 11.050907
35 71.24822 51.054127 11.002928
36 71.24822 51.535339 10.686006
37 71.24822 51.967895 10.697667
38 71.24822 52.805066 10.580087
39 71.24822 53.406108 9.929815
40 71.24822 53.708327 9.562153
41 71.24822 54.093168 9.249351
42 71.24822 54.187036 9.259932
43 71.24822 54.425179 9.174314
44 71.24822 54.520886 9.010082
45 71.24822 54.946571 8.622162
46 71.24822 55.292685 7.866392
47 71.24822 55.50347 7.84348
48 71.24822 55.666368 7.671662
49 71.912192 56.108972 7.765978
