

gen best mean std
0 57.070411 2.356028 13.380891
1 57.070411 4.197471 14.707131
2 57.070411 6.249883 16.261619
3 89.762129 8.743121 19.654852
4 89.762129 11.169179 21.106469
5 89.762129 12.698173 21.578425
6 89.762129 14.977133 22.535485
7 89.762129 16.396816 22.91956
8 89.762129 17.854935 22.541914
9 89.762129 19.208039 22.752877
10 89.762129 20.481216 22.336283
11 89.762129 22.182548 22.309385
12 89.762129 23.044146 22.588648
13 89.762129 23.570696 22.685131
14 89.762129 25.093808 22.650849
15 89.762129 26.523279 23.525601
16 89.762129 27.950877 24.485254
17 89.762129 29.104352 24.723318
18 89.762129 30.074161 25.020971
19 89.762129 32.311112 25.237276
20 89.762129 33.917896 24.746052
21 89.762129 35.138165 25.198874
22 89.762129 36.039219 25.62854
23 89.762129 36.723751 25.725686
24 89.762129 37.550298 25.52996
25 89.762129 37.927406 25.222694
26 89.762129 38.463204 25.456876
27 89.762129 39.791072 25.341726
28 89.762129 40.343748 25.121605
29 89.762129 40.343808 25.121687
30 89.762129 40.77675 24.967197
31 89.762129 41.395214 24.811977
32 90.815851 41.83216 25.080912
33 90.815851 42.369977 25.256007
34 90.815851 42.562968 25.225909
35 90.815851 42.850923 25.251057
36 90.815851 43.384326 25.10972
37 90.815851 43.650178 25.049367
38 90.815851 43.829496 25.051932
39 90.815851 44.705333 25.509383
40 90.815851 45.616806 25.968696
41 90.815851 46.062188 26.081706
42 90.815851 46.410123 26.053066
43 90.815851 46.502348 25.999927
44 90.815851 47.030591 25.683329
45 90.815851 47.121734 25.765518
46 90.815851 47.840279 25.283715
47 90.815851 48.021987 25.347622
48 90.815851 48.30399 25.399887
49 90.815851 48.589054 25.545196
