

gen best mean std
0 18.265889 -2.39006 5.737363
1 18.265889 -0.48465 5.580249
2 18.265889 1.023311 6.186928
3 20.373964 3.38041 6.374924
4 22.653634 5.92451 6.826894
5 22.653634 8.304296 6.56375
6 28.783584 10.63787 7.962268
7 33.953094 12.909069 7.937895
8 34.727081 15.296288 7.999023
9 34.727081 17.764936 7.839683
10 37.107776 19.910346 7.150542
11 37.107776 21.275042 7.196438
12 37.107776 22.472207 7.118479
13 37.107776 23.392902 6.627679
14 50.867819 25.013196 6.869933
15 50.867819 25.918125 6.929893
16 50.867819 27.410404 7.40152
17 50.867819 28.170394 6.61253
18 50.867819 29.636023 6.955873
19 50.867819 30.746528 6.81891
20 50.867819 31.098962 6.648824
21 50.867819 31.759294 6.319723
22 50.867819 32.396683 6.489985
23 50.867819 32.859558 6.474453
24 50.867819 33.7488 7.112499
25 50.867819 34.375588 7.198344
26 50.867819 34.690366 7.342857
27 50.867819 35.238364 7.461621
28 50.867819 35.921828 7.211068
29 50.867819 36.055453 7.055948
30 50.867819 36.651805 6.706848
31 50.867819 37.008588 6.588231
32 50.867819 37.244826 6.346832
33 57.750656 38.126517 7.003299
34 57.750656 38.686871 7.31035
35 57.750656 39.374767 7.380446
36 57.750656 40.687581 7.607882
37 58.511685 41.113394 7.874259
38 58.511685 41.718704 8.153599
39 58.804375 42.307622 8.309805
40 58.804375 43.035882 7.994493
41 58.804375 44.134525 8.127862
42 58.804375 45.861252 8.35396
43 58.804375 46.574642 8.461157
44 60.900007 47.975329 7.941158
45 60.900007 48.659506 8.054807
46 63.082721 49.655292 8.147878
47 63.082721 50.21834 8.051222
48 63.082721 51.147018 7.94218
49 63.092329 52.093846 7.849172
