

gen best mean std
0 87.721106 13.152987 31.656366
1 91.863942 20.981408 36.047203
2 91.863942 27.81939 37.944061
3 91.863942 35.038374 40.090432
4 91.863942 40.786445 40.610981
5 91.863942 47.196758 40.336361
6 91.863942 51.610199 40.119115
7 91.863942 54.017298 39.81233
8 92.119256 58.23969 38.618622
9 92.245289 60.351676 38.312839
10 92.245289 62.026365 37.77089
11 92.245289 63.537471 37.246863
12 92.245289 65.016371 36.28896
13 92.245289 65.9689 36.194165
14 92.245289 67.083645 35.611043
15 92.245289 67.911812 34.559505
16 92.245289 68.897135 33.83747
17 92.473573 70.290267 33.264265
18 92.473573 71.793765 32.687032
19 92.473573 72.127718 32.196373
20 92.473573 72.920024 31.414441
21 92.473573 73.066575 31.27371
22 92.473573 73.900122 30.496651
23 92.473573 76.312012 27.771442
24 92.473573 79.11636 25.019686
25 92.473573 79.547949 24.217843
26 92.473573 80.823461 23.18859
27 92.473573 81.738245 22.181226
28 92.473573 81.786426 22.196573
29 92.473573 82.228861 21.95326
30 92.55194 82.267883 21.966357
31 92.55194 82.32276 21.98208
32 92.55194 82.436497 22.014008
33 92.55194 82.70872 21.406259
34 92.55194 82.95085 20.996758
35 92.55194 83.7137 19.76639
36 92.55194 83.772004 19.779098
37 92.55194 84.06858 19.719809
38 92.55194 84.119911 19.732357
39 92.55194 84.429661 18.887876
40 92.607729 85.925947 15.915203
41 92.607729 86.550342 14.894109
42 92.607729 86.626009 14.907856
43 92.607729 87.356847 13.388637
44 92.727729 87.392056 13.394804
45 92.727729 87.405554 13.39749
46 92.727729 87.432198 13.402115
47 92.727729 87.522903 13.411303
48 92.727729 87.55847 13.41194
49 92.727729 87.567237 13.414033
