

gen best mean std
0 24.752168 -1.173472 7.183259
1 27.388873 3.566003 9.329237
2 30.10018 8.342683 10.444079
3 30.956469 11.662085 9.748968
4 33.319861 14.192545 9.753934
5 42.332999 18.341885 10.26411
6 42.733103 20.464581 10.906031
7 44.14514 23.779816 11.192408
8 44.177786 27.185121 10.694922
9 44.177786 29.545024 9.596461
10 44.177786 31.168379 9.70232
11 44.177786 32.822941 8.876829
12 46.412228 34.044132 8.792828
13 46.412228 35.401019 8.116468
14 46.415982 36.578283 7.752703
15 46.415982 37.254558 7.426033
16 46.415982 38.525159 6.426765
17 46.415982 38.976288 6.129964
18 46.415982 39.318716 5.82384
19 46.415982 39.930735 5.432613
20 46.415982 40.730887 4.675369
21 46.426265 41.254917 4.47316
22 46.426265 41.500729 4.56703
23 46.426265 41.637624 4.427051
24 46.426265 42.052109 4.264655
25 46.426265 42.360877 4.081538
26 46.427035 42.647085 4.026727
27 46.427035 43.013975 3.526691
28 46.427035 43.408179 3.131647
29 46.427035 43.517941 3.135852
30 46.427035 43.709045 2.821629
31 46.427035 43.86846 2.758176
32 46.427035 44.000464 2.747034
33 46.427035 44.1918 2.646533
34 46.427223 44.436744 2.586885
35 46.427223 44.496273 2.542606
36 46.427223 44.545557 2.515359
37 46.427223 44.648593 2.466609
38 46.427223 44.756126 2.410959
39 46.427223 44.805731 2.303255
40 46.427223 44.897696 2.224041
41 46.427223 44.962238 2.154865
42 46.427223 45.173142 1.869901
43 46.427856 45.325728 1.652745
44 46.431547 45.345402 1.648843
45 46.431547 45.497607 1.350445
46 46.431547 45.517046 1.349865
47 46.431547 45.545216 1.35239
48 46.431547 45.634368 1.21838
49 46.431547 45.671978 1.220493
