

gen best mean std
0 74.715866 5.280423 16.884647
1 74.715866 10.581252 18.99479
2 74.715866 16.21822 18.510967
3 74.773463 20.733835 19.198816
4 74.773463 24.387533 18.632196
5 74.773463 27.711605 18.53878
6 74.773463 30.991521 19.509413
7 84.411736 33.476699 19.312978
8 84.411736 35.59215 19.395152
9 84.993424 40.114007 20.146648
10 87.011736 43.191631 19.205316
11 87.011736 44.728217 18.700866
12 87.011736 48.101703 18.408175
13 88.39141 49.34797 18.565118
14 88.39141 50.770598 18.370086
15 88.39141 51.578471 18.100213
16 88.39141 53.011819 17.519791
17 88.39141 53.939226 17.477453
18 88.39141 55.286827 16.720019
19 88.39141 56.261081 16.72099
20 88.39141 57.503413 15.749652
21 88.39141 58.36024 15.754112
22 88.39141 59.435891 15.371468
23 88.39141 60.708868 14.808442
24 88.39141 61.690007 14.504559
25 88.39141 61.961005 14.325322
26 88.39141 62.495277 14.349409
27 88.39141 62.753335 13.954964
28 88.39141 63.391523 13.463824
29 88.39141 64.222726 13.197322
30 88.39141 64.312805 13.238278
31 88.39141 65.147908 13.059891
32 88.39141 65.255289 13.123233
33 88.39141 65.255289 13.123233
34 88.39141 65.834237 13.497841
35 88.613791 66.808045 13.739833
36 88.613791 67.300346 13.902358
37 88.613791 67.855108 13.638102
38 88.613791 68.342098 13.454438
39 88.613791 68.728236 13.430041
40 88.613791 69.403361 13.316839
41 88.613791 70.340092 13.384515
42 88.613791 70.603699 13.326319
43 88.613791 70.603699 13.326319
44 88.613791 71.093823 13.293248
45 88.613791 71.922805 12.566729
46 88.613791 72.01148 12.554993
47 88.99141 72.422634 12.491911
48 88.99141 72.785464 12.293854
49 88.99141 73.1441 12.150654
