

gen best mean std
0 90.608738 11.458779 28.548621
1 90.608738 17.64755 31.194725
2 91.568738 23.150343 33.469193
3 91.568738 28.79386 35.698953
4 91.568738 32.881056 36.465254
5 92.455982 38.930276 36.46106
6 92.455982 44.274293 37.436767
7 92.455982 50.291281 37.815892
8 92.455982 53.137833 37.65334
9 92.455982 55.867228 36.940781
10 93.023536 59.429143 36.593916
11 93.023536 63.41992 34.072136
12 93.023536 65.43719 33.491059
13 93.023536 67.625115 32.55389
14 93.023536 69.129484 31.104774
15 93.023536 71.972346 28.919899
16 93.023536 73.682392 28.346004
17 93.023536 75.914025 26.20391
18 93.023536 76.465697 25.655428
19 93.023536 77.535113 24.486561
20 93.023536 79.375321 23.01258
21 93.023536 79.975705 22.495412
22 93.023536 80.96527 21.233208
23 93.023536 82.52627 19.208309
24 93.023536 83.16648 18.81898
25 93.023536 84.840571 16.872224
26 93.023536 84.918332 16.890895
27 93.023536 85.121263 16.01221
28 93.023536 85.58499 15.74089
29 93.023536 85.721987 15.332097
30 93.023536 85.832301 14.956362
31 93.023536 85.867564 14.96183
32 93.023536 87.241426 11.828391
33 93.023536 87.307543 11.842582
34 93.023536 87.387847 11.834878
35 93.023536 87.846529 10.294527
36 93.334253 87.903127 10.314396
37 93.334253 88.013383 10.326537
38 93.334253 88.022509 10.329594
39 93.334253 88.083786 10.334562
40 93.334253 88.487583 8.099737
41 93.334253 88.889299 7.005917
42 93.334253 89.204568 6.617093
43 93.334253 89.309782 6.613253
44 93.334253 89.345794 6.61722
45 93.334253 89.39283 6.61334
46 93.334253 89.536229 6.194037
47 93.334253 89.985221 4.562286
48 93.334253 90.292203 3.857237
49 93.334253 90.302844 3.854027
