

gen best mean std
0 92.548354 22.326356 35.981668
1 92.548354 30.001596 38.761579
2 92.548354 39.341766 41.155388
3 93.261683 45.630678 41.642014
4 93.261683 59.874294 40.018169
5 93.261683 68.8455 36.321958
6 93.321683 74.044964 32.515407
7 93.321683 75.689028 31.910914
8 93.321683 76.66168 31.240152
9 93.321683 80.674916 27.942307
10 93.321683 82.064349 26.499893
11 93.321683 83.125994 25.90185
12 93.321683 84.327383 23.803118
13 93.321683 85.722933 22.201719
14 93.321683 85.799962 22.22289
15 93.321683 85.865466 22.239718
16 93.321683 85.942312 22.257737
17 93.321683 86.008107 22.141311
18 93.321683 86.061965 22.155129
19 93.321683 86.128659 22.172882
20 93.321683 86.19448 22.190935
21 93.321683 86.241049 22.203131
22 93.328142 86.28625 22.216086
23 93.328142 86.322044 22.225636
24 93.328142 86.349692 22.23308
25 93.328142 86.485845 21.93129
26 93.328142 86.499393 21.935123
27 93.328142 86.52131 21.937203
28 93.328142 86.535005 21.941034
29 93.328142 87.273011 20.907858
30 93.328142 87.331968 20.920829
31 93.328142 88.06533 19.822222
32 93.328142 88.095504 19.827556
33 93.328142 88.115761 19.831621
34 93.328142 88.138773 19.836541
35 93.448354 88.177483 19.844851
36 93.448354 88.177483 19.844851
37 93.448354 89.067578 17.841791
38 93.448354 89.094134 17.846873
39 93.448354 89.103979 17.848965
40 93.448354 89.108785 17.850007
41 93.448354 89.137494 17.854753
42 93.448354 89.159055 17.858543
43 93.448354 89.161851 17.859069
44 93.448354 89.169093 17.860451
45 93.448354 89.174142 17.861491
46 93.448354 89.18598 17.863389
47 93.448354 89.199266 17.865997
48 93.448354 89.210819 17.868271
49 93.448354 89.232107 17.872025
