

gen best mean std
0 19.121187 -2.083936 6.579256
1 23.233619 0.439087 7.74477
2 23.233619 2.663855 8.681336
3 28.333486 5.004924 8.604255
4 28.333486 7.176202 8.6535
5 28.333486 8.674687 8.277099
6 36.257164 11.504974 8.8602
7 36.257164 13.043166 8.726853
8 36.276898 15.141756 8.951683
9 36.276898 16.617371 8.967822
10 39.383084 18.225763 8.977508
11 40.218215 20.058894 8.38914
12 41.079921 22.155166 8.55305
13 41.079921 23.394224 8.483386
14 41.089741 25.243833 8.349281
15 41.089741 26.769473 8.137909
16 41.089741 28.385575 7.925415
17 41.102559 29.535706 8.175087
18 41.102559 30.036048 7.959335
19 41.102559 31.211447 8.01054
20 41.102559 31.815337 8.014587
21 41.102559 32.537937 7.941661
22 41.102559 33.37726 7.608499
23 41.102559 33.961371 7.730223
24 41.103206 34.187712 7.716307
25 41.103206 35.064041 7.421991
26 43.524809 35.449733 7.279368
27 43.524809 35.598891 7.048962
28 43.524809 35.922922 6.862939
29 43.524809 36.20673 6.654616
30 43.524809 36.55594 6.38587
31 43.524809 37.088846 5.895185
32 43.524809 37.438694 5.567916
33 43.524809 37.600073 5.479422
34 43.524809 37.864504 5.124367
35 43.524809 37.921818 5.11126
36 43.524809 38.160248 4.989385
37 43.524809 38.303552 4.986851
38 43.524809 38.457151 4.888951
39 43.524809 38.51398 4.896522
40 43.524809 38.593616 4.854945
41 43.524809 38.670745 4.816889
42 43.524809 38.723726 4.790661
43 43.524809 38.732081 4.794022
44 43.524809 38.83056 4.77069
45 43.524809 38.850361 4.766994
46 43.524809 38.918954 4.698643
47 43.524809 38.931343 4.70266
48 43.524809 38.994381 4.701865
49 43.524809 39.034656 4.699501
