

gen best mean std
0 26.02028 -0.071703 7.380547
1 40.222301 6.547736 10.004078
2 40.222301 12.108364 11.104977
3 43.668557 17.886443 10.937171
4 43.668557 20.471861 10.426744
5 43.668557 23.377872 10.448731
6 43.668557 24.860646 10.078002
7 43.668557 26.299335 10.179328
8 43.668557 27.562614 9.939421
9 43.668557 28.551457 9.902942
10 45.024809 30.055021 8.910237
11 45.047328 31.145733 8.853261
12 45.047328 32.24454 8.350497
13 46.989207 33.259587 8.342598
14 46.989207 34.109073 8.148722
15 46.992003 34.947697 8.169796
16 47.02086 35.576044 7.778678
17 47.02086 35.994798 7.564912
18 47.02086 36.708417 7.593307
19 47.02086 36.980248 7.537732
20 47.02086 37.249785 7.198501
21 47.02086 37.604356 7.028002
22 47.930928 38.128123 6.644168
23 47.930928 38.27401 6.410093
24 47.930928 38.73601 5.644044
25 47.930928 39.010362 5.698961
26 47.930928 39.502902 5.43269
27 47.930928 39.82083 5.290104
28 47.930928 39.934077 5.336856
29 47.930928 40.109621 5.049372
30 47.930928 40.503034 4.786325
31 47.930928 40.813213 4.54975
32 47.930928 41.07715 4.094748
33 47.930928 41.136129 4.078103
34 47.930928 41.182314 4.085719
35 47.930928 41.651368 3.96809
36 47.930928 41.681339 3.916207
37 47.930928 41.802645 3.939304
38 47.930928 42.128387 3.907774
39 47.930928 42.311697 3.939236
40 47.930928 42.515023 3.797629
41 47.930928 42.544413 3.794962
42 47.930928 42.646084 3.754003
43 47.930928 42.843351 3.742521
44 47.930928 42.892726 3.696926
45 47.930928 42.978659 3.658491
46 47.930928 43.027949 3.630726
47 47.930928 43.10882 3.587535
48 47.930928 43.146214 3.584752
49 47.930928 43.249852 3.554315
