

gen best mean std
0 21.124805 -1.80299 6.675426
1 27.22407 0.83639 7.660697
2 27.820188 6.409903 9.225081
3 39.808263 10.766869 9.665653
4 39.808263 13.057856 9.815564
5 39.808263 15.710863 9.039212
6 39.808263 17.619565 8.811585
7 39.808263 18.921302 9.010591
8 39.808263 21.179161 9.108423
9 39.808263 22.698473 8.527522
10 39.819231 24.120821 8.493177
11 39.819231 24.937544 8.526278
12 39.819231 25.654708 8.746119
13 39.819231 26.65728 8.770611
14 41.673012 27.465645 8.83537
15 41.673012 28.102175 8.518842
16 41.673012 29.163807 8.350828
17 41.673012 29.406158 8.218986
18 42.010822 30.106495 8.144275
19 42.010822 30.873495 7.448379
20 42.010822 31.741419 6.492465
21 42.010822 32.364486 6.068141
22 42.778661 32.964675 5.764183
23 42.778661 33.041944 5.632985
24 42.778661 33.118249 5.568439
25 42.778661 33.407068 5.218336
26 42.778661 33.639408 5.045946
27 42.778661 33.710544 5.02006
28 42.778661 33.902445 4.838907
29 42.778661 34.039879 4.575984
30 42.778661 34.227643 4.210747
31 42.778661 34.419767 3.889544
32 42.778661 34.506536 3.760316
33 42.778661 34.667359 3.694408
34 42.778661 34.881832 3.696236
35 42.778661 35.014626 3.602341
36 42.778661 35.088454 3.517414
37 42.778661 35.146683 3.4725
38 42.778661 35.265288 3.379675
39 42.778661 35.411409 3.228799
40 42.778661 35.60281 3.087121
41 42.778661 35.610155 3.085868
42 42.778661 35.725878 3.002688
43 42.778661 35.787481 3.052605
44 42.778661 35.787481 3.052605
45 42.778661 35.787671 3.052631
46 42.778661 35.824597 3.004798
47 42.778661 35.863515 2.995191
48 42.778661 36.00096 3.017178
49 42.778661 36.01622 3.022005
