

gen best mean std
0 87.963798 7.949478 27.367828
1 87.963798 11.515392 31.925739
2 87.963798 13.18498 33.255563
3 87.963798 15.093395 33.926408
4 87.963798 16.546715 34.574385
5 87.963798 20.788183 37.829395
6 87.963798 22.556992 38.7311
7 87.963798 25.926859 40.47544
8 89.89004 26.494413 40.252885
9 89.89004 26.591356 40.193656
10 89.89004 28.914268 40.754954
11 89.89004 32.272286 41.429933
12 91.146986 34.782785 42.673665
13 91.279256 36.605939 43.644274
14 91.279256 36.902815 43.502593
15 91.279256 37.115543 43.564479
16 91.279256 37.802962 43.887187
17 91.693573 38.061202 43.877331
18 91.693573 38.997978 43.920039
19 91.693573 39.923819 44.241089
20 91.693573 40.098579 44.284642
21 92.376168 40.383789 44.181631
22 92.376168 41.304634 44.17987
23 92.376168 41.539387 44.1216
24 92.972828 42.817685 44.12354
25 92.972828 44.081493 44.080651
26 92.972828 45.247607 43.964872
27 92.972828 46.534554 43.993942
28 92.972828 47.415884 44.094404
29 92.972828 47.427219 44.103172
30 92.972828 48.111401 44.219219
31 92.972828 48.484353 44.284527
32 92.972828 48.938965 44.502167
33 92.972828 50.185182 44.604328
34 92.972828 50.21025 44.626681
35 92.972828 50.211988 44.627077
36 92.972828 50.23577 44.646667
37 92.972828 50.337608 44.735587
38 92.972828 50.734527 44.889093
39 92.972828 51.224511 45.024732
40 92.972828 51.304213 45.088484
41 92.972828 51.325047 45.103962
42 92.972828 51.325465 45.103861
43 92.972828 51.736473 44.788577
44 92.972828 53.048057 44.303332
45 92.972828 53.742172 44.336557
46 92.972828 54.67175 44.062086
47 92.972828 55.056551 43.879464
48 92.972828 55.087907 43.905069
49 92.972828 55.257445 43.945581
