

gen best mean std
0 56.945561 10.10135 19.611408
1 65.773463 18.728666 21.792895
2 87.193424 28.571351 22.780897
3 87.193424 32.320144 21.172177
4 87.193424 36.785676 19.967441
5 87.193424 40.290662 19.71181
6 87.193424 42.36166 19.195757
7 87.193424 45.68334 20.219508
8 87.193424 49.209426 19.936644
9 87.193424 52.411851 18.908688
10 87.193424 55.498007 18.275542
11 87.838793 57.261932 17.357214
12 87.838793 59.32352 17.92097
13 87.838793 61.238264 17.095184
14 87.838793 64.262482 15.891203
15 87.838793 66.73426 15.914214
16 87.838793 68.653245 14.868577
17 87.838793 69.478238 14.040277
18 87.838793 71.079639 12.605538
19 87.838793 72.034192 12.252248
20 87.838793 73.583478 11.393809
21 87.838793 74.528602 10.990929
22 87.838793 76.03511 10.594794
23 87.838793 76.808875 10.127903
24 87.838793 77.874205 9.576767
25 88.411736 78.017817 9.629354
26 88.411736 78.338825 9.614539
27 88.411736 78.535058 9.475061
28 88.411736 78.717003 9.137676
29 89.413791 78.755756 9.174108
30 89.413791 79.348508 8.867828
31 89.413791 79.359512 8.874649
32 89.413791 79.805108 8.644566
33 89.413791 79.894721 8.449597
34 89.413791 80.97908 7.963968
35 89.413791 80.97908 7.963968
36 89.413791 81.179203 7.746308
37 89.413791 81.494323 7.689241
38 89.413791 81.494527 7.689387
39 89.413791 82.054131 7.280485
40 89.413791 82.177249 7.259151
41 89.413791 82.309784 7.240793
42 89.413791 82.341621 7.264812
43 89.413791 82.495127 7.261463
44 89.413791 82.688877 7.076758
45 89.413791 82.850774 7.064773
46 89.413791 83.069399 6.981385
47 89.413791 83.381762 6.473888
48 89.413791 83.641546 6.383123
49 89.413791 83.846395 6.361232
