

gen best mean std
0 17.30074 -1.489407 6.819265
1 27.026401 1.64106 8.891935
2 30.21372 5.551241 9.696695
3 30.21372 9.00708 10.029545
4 32.378736 12.457522 10.438441
5 34.038674 15.689487 10.26397
6 39.788611 19.767516 10.744518
7 40.207389 22.921969 9.916746
8 40.25619 25.950377 10.181124
9 41.09307 27.900145 9.403056
10 41.09307 29.244618 8.669324
11 41.095661 30.850518 8.766616
12 41.095661 33.176055 6.900199
13 42.723761 34.196905 6.767109
14 42.723761 35.251583 5.968877
15 42.723761 36.075261 5.439872
16 42.730069 36.734732 5.23754
17 42.730069 37.544018 4.618299
18 42.730069 38.123592 4.323651
19 42.730069 38.491385 4.075617
20 42.730069 39.075871 3.736839
21 42.730069 39.346211 3.619336
22 43.227266 39.633574 3.594338
23 43.227266 39.76656 3.376663
24 43.227266 39.818948 3.333106
25 45.154084 39.895772 3.145178
26 45.154084 39.994305 3.022132
27 45.154084 40.075431 2.908155
28 45.154084 40.102796 2.902426
29 45.154084 40.208834 2.447127
30 45.154084 40.239771 2.386875
31 45.154084 40.324349 1.956954
32 45.154084 40.357641 1.969463
33 45.154084 40.389645 1.941112
34 45.154084 40.406307 1.924007
35 45.154084 40.410564 1.923156
36 45.154084 40.53299 1.745324
37 45.154084 40.53299 1.745324
38 45.154084 40.545732 1.744609
39 45.154084 40.56253 1.757703
40 45.154084 40.566937 1.756314
41 45.154084 40.588631 1.736404
42 45.154084 40.593167 1.731838
43 45.154084 40.593483 1.730903
44 45.154084 40.610599 1.727328
45 45.154084 40.610706 1.72732
46 45.154084 40.619226 1.727538
47 45.154084 40.619438 1.727754
48 45.154084 40.619491 1.727743
49 45.154084 40.69667 1.576359
