

gen best mean std
0 14.6949 -2.544121 5.932365
1 18.215249 1.195389 7.055241
2 26.9017 4.868971 8.305852
3 32.540848 6.069682 8.425126
4 32.540848 7.822852 8.227603
5 41.330389 9.602265 8.85685
6 41.330389 10.272807 9.060393
7 41.330389 11.321808 9.380131
8 41.330389 12.38661 9.096632
9 41.330389 13.336012 8.650834
10 41.330389 14.092186 9.16984
11 41.330389 15.190765 9.254321
12 41.330389 15.597239 9.35307
13 41.330389 16.20056 8.950897
14 41.330389 16.876623 9.143283
15 41.330389 17.434846 9.034664
16 41.330389 18.15694 9.033676
17 41.330389 18.72797 8.994159
18 41.330389 19.257622 8.765682
19 41.330389 19.931288 8.582906
20 41.330389 20.502396 8.536018
21 41.330389 21.020619 8.820013
22 41.330389 22.021542 8.859169
23 41.330389 22.333846 8.876541
24 41.330389 23.001472 8.959884
25 41.330389 23.611553 8.816292
26 41.330389 24.013568 8.667929
27 41.330389 24.254196 8.668383
28 41.330389 24.562687 8.694472
29 41.330389 24.792856 8.772979
30 41.330389 24.925068 8.759726
31 41.330389 25.550053 8.829238
32 41.330389 25.855849 8.817191
33 41.330389 26.005203 8.710572
34 41.330389 26.408909 8.708902
35 42.153133 26.929652 8.832644
36 42.153133 27.225691 8.910381
37 42.153133 27.675589 8.803718
38 42.153133 28.228169 8.663256
39 42.153133 28.518222 8.520826
40 43.389427 28.848061 8.60609
41 46.025741 29.257499 8.74706
42 46.025741 29.669632 8.821764
43 46.025741 29.730564 8.851392
44 46.025741 29.778705 8.882468
45 46.025741 30.181072 9.033664
46 46.025741 30.537499 9.124751
47 48.093243 30.772703 9.197056
48 48.093243 31.669598 9.403182
49 48.093243 31.81469 9.53121
