

gen best mean std
0 18.274843 -3.0989 5.70877
1 18.274843 -0.056067 6.532851
2 35.043049 3.277136 8.703446
3 35.043049 4.778756 8.73257
4 35.043049 6.502559 8.689528
5 35.043049 7.90872 8.823888
6 35.043049 9.029725 8.569591
7 35.043049 10.343413 8.225506
8 35.043049 11.848258 7.903117
9 35.043049 13.344953 7.615506
10 35.043049 14.328557 7.453304
11 35.043049 15.76568 7.260989
12 35.043049 16.793158 7.180826
13 52.178737 18.172303 8.009195
14 52.178737 19.586447 7.615755
15 56.471426 21.506108 7.968982
16 56.471426 22.879268 8.14358
17 56.471426 23.750144 8.101563
18 56.471426 24.829956 8.097501
19 56.471426 25.443333 8.439691
20 56.471426 26.086267 8.525507
21 56.471426 26.929838 8.650994
22 56.471426 27.345789 8.500473
23 56.471426 27.501646 8.446792
24 56.471426 28.071185 8.641674
25 56.471426 28.714404 8.808325
26 56.471426 29.381842 8.888927
27 56.471426 29.975743 9.018159
28 56.471426 30.153396 8.910484
29 56.471426 30.70533 8.475262
30 56.471426 31.306801 8.646514
31 56.471426 31.739855 8.588479
32 56.471426 32.255041 8.390045
33 57.859479 32.668153 8.578519
34 57.859479 33.126565 8.310912
35 57.859479 33.560797 8.152784
36 57.859479 33.886575 7.924766
37 62.613651 34.725043 8.525788
38 62.613651 35.155949 8.280048
39 62.613651 35.58178 8.317496
40 62.613651 36.223474 8.477858
41 62.613651 36.981084 8.581285
42 62.613651 37.440374 8.86968
43 62.613651 37.648595 8.836083
44 62.613651 37.776306 8.774921
45 62.613651 38.318239 8.75237
46 62.613651 38.525925 8.734169
47 62.613651 38.682704 8.641484
48 62.613651 38.81582 8.680969
49 62.613651 39.25616 8.416226
