

gen best mean std
0 19.551159 -2.082936 5.530037
1 35.140062 2.587876 8.376448
2 35.140062 5.513758 8.402877
3 35.140062 9.12669 9.604273
4 35.140062 12.218528 10.648381
5 35.187543 14.655214 11.291672
6 36.422025 17.017126 11.386894
7 40.62184 19.75805 12.03934
8 40.62184 21.530481 11.784956
9 40.62184 23.4457 11.689355
10 40.62184 24.169774 11.57243
11 40.62184 25.212711 11.087224
12 40.62184 26.316777 10.705155
13 40.62184 26.988205 10.396273
14 40.62184 28.544006 9.68076
15 40.62184 29.259605 9.764321
16 40.62184 30.236615 9.102708
17 40.62184 30.799941 8.994093
18 40.62184 31.087825 9.05374
19 40.62184 31.987404 8.17713
20 40.624257 32.684695 7.57207
21 40.624257 33.090572 7.553382
22 40.624257 33.24277 7.582341
23 40.624257 33.356125 7.577418
24 40.624257 33.544746 7.490558
25 40.624257 33.557062 7.490171
26 40.624257 33.800394 7.418585
27 40.624257 34.026881 7.396264
28 40.624257 34.213574 7.317906
29 40.624257 34.234088 7.31337
30 40.624257 34.27031 7.325271
31 40.624257 34.484108 7.008655
32 40.624257 34.569124 6.939819
33 40.624257 35.081363 5.967341
34 40.624257 35.610863 5.156226
35 40.624257 35.735389 5.097927
36 40.624257 35.847625 4.945351
37 40.624257 36.065264 4.812215
38 40.624257 36.157962 4.735487
39 40.624257 36.292354 4.724112
40 40.624257 36.361003 4.704587
41 40.624257 36.557686 4.485072
42 40.624257 36.633829 4.449312
43 40.624257 36.741171 4.382284
44 40.624257 36.746187 4.378545
45 40.624257 36.793793 4.376385
46 40.624257 36.824859 4.376002
47 40.624257 36.859595 4.364887
48 40.624257 36.893672 4.361125
49 40.624257 36.906284 4.342995
