

gen best mean std
0 17.830733 -3.016571 5.585982
1 24.893413 0.706107 8.094862
2 24.893413 4.737243 8.880929
3 32.657504 9.636264 8.828451
4 32.657504 11.533659 8.408113
5 32.657504 13.756606 8.176191
6 32.657504 15.906668 7.653568
7 32.657504 17.458221 7.397646
8 32.702072 19.064643 7.110026
9 34.327236 21.064115 6.715631
10 34.327236 22.323457 6.676023
11 34.764114 23.702752 6.472145
12 36.281871 24.792902 6.58375
13 36.281871 25.242019 6.276486
14 36.62892 26.164155 5.907278
15 36.62892 26.805486 5.527445
16 36.62892 27.232528 5.551126
17 36.62892 27.912216 5.268512
18 36.62892 28.164722 5.399377
19 36.633995 28.881363 5.170972
20 36.633995 29.608292 5.020614
21 42.761898 30.549205 4.698399
22 44.545637 31.794741 4.983774
23 47.856445 33.183775 5.402701
24 47.856445 34.78005 5.79237
25 47.856515 35.652489 6.037593
26 47.871326 37.261188 6.469065
27 47.871326 38.3963 6.580598
28 47.871326 39.796095 6.442965
29 49.546272 40.855112 6.277615
30 49.546272 41.430778 6.113091
31 49.546272 41.750655 5.932306
32 49.55649 42.519328 5.52333
33 49.569614 43.374029 5.452804
34 49.569614 44.185021 5.049396
35 49.573256 44.498205 4.904249
36 49.5752 45.330426 4.708487
37 49.576698 46.004552 4.467823
38 49.576841 46.578198 4.279921
39 49.576841 46.984151 4.21769
40 49.578015 47.416204 4.077944
41 49.583796 47.720186 3.846615
42 49.583796 47.810676 3.848254
43 49.583796 47.910508 3.75456
44 49.583796 48.013517 3.692063
45 49.583796 48.187128 3.388569
46 49.583796 48.388266 3.127876
47 49.583796 48.452924 3.119211
48 49.583879 48.579165 3.002358
49 49.583879 48.693264 2.952455
