

gen best mean std
0 11.066382 -3.456448 4.180661
1 25.809491 -1.470567 6.436694
2 25.809491 0.679744 7.147523
3 29.581665 3.135639 8.108082
4 37.704586 6.650988 8.78441
5 37.704586 8.995894 8.046026
6 37.704586 11.595481 7.529392
7 37.704586 13.946274 7.524302
8 37.704586 14.950616 7.243223
9 37.704586 16.895715 7.704476
10 37.704586 17.987397 7.635989
11 37.704586 19.031254 7.700779
12 37.704586 20.546645 7.521661
13 37.704586 21.396158 7.266096
14 37.704586 22.155708 7.361795
15 37.704586 22.844326 7.053293
16 37.704586 25.450361 6.771693
17 42.647505 27.249359 7.072565
18 42.647505 29.731498 7.035303
19 49.537468 31.378588 7.190039
20 49.537468 33.704639 7.319204
21 49.537468 34.565841 7.19924
22 49.905597 36.021973 7.306441
23 49.905597 37.30359 7.347847
24 56.225675 38.647217 7.082238
25 56.225675 39.686801 7.409387
26 56.225675 40.821372 7.461302
27 56.225675 41.728424 7.381525
28 56.225675 42.683948 6.780563
29 56.225675 43.2579 6.759835
30 57.429111 43.98024 7.031048
31 57.429111 44.401564 7.052057
32 58.675918 45.414106 6.807228
33 58.675918 45.738457 6.896886
34 58.675918 46.451912 6.951676
35 58.675918 46.775261 6.587941
36 58.675918 47.243992 6.341441
37 58.675918 47.722344 5.99323
38 58.675918 48.143399 6.009116
39 58.675918 48.560169 5.351711
40 58.675918 48.766647 5.451202
41 58.675918 49.12368 5.155918
42 58.675918 49.532363 4.967314
43 58.675918 49.730091 4.772262
44 58.675918 49.787913 4.750085
45 58.675918 49.916827 4.684622
46 58.675918 50.108941 4.612116
47 58.675918 50.188916 4.566499
48 60.134135 50.364272 4.626721
49 60.134135 50.580253 4.674806
