

gen best mean std
0 56.773463 5.024783 14.974589
1 65.740419 11.765072 17.248512
2 65.740419 15.7846 17.994806
3 74.757777 20.715313 19.49737
4 74.757777 24.215551 19.903742
5 74.757777 26.466513 19.012496
6 74.757777 28.96928 17.984941
7 74.757777 29.674016 17.942373
8 87.011736 31.477538 18.380927
9 87.011736 33.529876 18.828941
10 87.011736 35.844641 18.60136
11 87.011736 38.734113 17.792841
12 87.011736 40.085176 17.988355
13 87.011736 41.775998 17.937255
14 87.011736 43.89356 17.928911
15 87.011736 44.153335 17.783079
16 87.011736 46.656614 17.303899
17 87.011736 47.713662 16.720084
18 87.19141 49.363223 16.994447
19 87.19141 50.330545 16.447646
20 87.19141 51.752378 15.676275
21 87.19141 53.449002 15.781273
22 87.19141 54.522639 15.772885
23 87.19141 55.418397 15.999623
24 87.19141 56.131468 15.651739
25 89.593424 57.002276 15.900297
26 89.593424 58.000593 15.610862
27 89.593424 58.702788 15.092968
28 89.593424 58.98436 15.06741
29 89.593424 59.611661 14.938356
30 89.593424 60.944049 13.879468
31 89.593424 61.708599 14.354773
32 89.593424 62.191775 14.449916
33 89.593424 62.820254 14.344872
34 89.593424 63.466538 14.470329
35 89.593424 63.466538 14.470329
36 89.593424 63.745548 14.247127
37 89.593424 64.450839 13.724885
38 89.593424 65.53293 12.822986
39 89.593424 66.893715 11.747712
40 89.593424 67.376157 11.78031
41 89.593424 67.683168 11.68691
42 89.593424 67.863361 11.657326
43 89.593424 67.953263 11.606007
44 89.593424 68.133362 11.570808
45 89.593424 68.83863 11.521721
46 89.593424 69.204598 11.424651
47 89.593424 69.384325 11.36891
48 89.593424 69.405193 11.39592
49 89.593424 69.405193 11.39592
