

gen best mean std
0 93.431062 51.307136 42.354312
1 94.338253 77.959484 30.299003
2 94.629365 84.859124 23.197474
3 94.756054 90.666295 11.202234
4 94.756054 92.200417 6.437513
5 94.756054 93.093178 1.176356
6 94.756054 93.269074 1.144699
7 94.756054 93.489174 1.038069
8 94.756054 93.575316 1.006543
9 94.756054 93.744162 0.943725
10 94.756054 93.862577 0.872942
11 94.756054 93.99354 0.860162
12 94.756054 94.088776 0.786642
13 94.756054 94.217369 0.687514
14 94.816054 94.295461 0.632383
15 94.816054 94.349502 0.585368
16 94.816054 94.43274 0.549084
17 94.816054 94.471731 0.528187
18 94.816054 94.494163 0.524972
19 94.816054 94.549883 0.453116
20 94.816054 94.554987 0.454305
21 94.816054 94.567205 0.441917
22 94.816054 94.589172 0.441653
23 94.816054 94.609004 0.433683
24 94.816054 94.613203 0.43342
25 94.816054 94.618783 0.433123
26 94.816054 94.633169 0.415932
27 94.816054 94.64057 0.417557
28 94.816054 94.651161 0.413392
29 94.816054 94.680046 0.376044
30 94.816054 94.682579 0.376525
31 94.816054 94.685046 0.376583
32 94.816054 94.687172 0.376693
33 94.816054 94.689337 0.376355
34 94.816054 94.692915 0.376482
35 94.816054 94.709226 0.362163
36 94.816054 94.717558 0.360011
37 94.816054 94.720025 0.360043
38 94.816054 94.723092 0.359953
39 94.816054 94.733359 0.349486
40 94.816054 94.735226 0.349424
41 94.816054 94.741658 0.348567
42 94.816054 94.742858 0.3485
43 94.816054 94.744725 0.348605
44 94.816054 94.746592 0.348482
45 94.816054 94.747258 0.348539
46 94.816054 94.759744 0.305119
47 94.816054 94.762211 0.304934
48 94.816054 94.764011 0.304951
49 94.816054 94.767011 0.304917
