

gen best mean std
0 26.696739 -1.964418 7.473892
1 26.696739 1.225114 7.846601
2 26.696739 2.678397 7.786602
3 26.696739 5.731121 8.300748
4 44.45729 12.205358 9.085787
5 44.45729 17.233197 9.169258
6 44.45729 20.910352 8.50341
7 48.218925 24.592841 8.316451
8 55.238474 27.927007 8.267905
9 55.238474 30.070872 8.610724
10 55.238474 31.89442 8.129825
11 55.238474 33.750386 7.832267
12 55.238474 35.009265 7.590801
13 55.238474 35.808787 7.623509
14 55.238474 37.23633 7.250279
15 55.238474 38.085962 7.001098
16 55.238474 38.867292 6.587169
17 55.238474 39.460765 6.631791
18 55.238474 40.354711 6.847633
19 55.238474 40.92456 6.554728
20 55.238474 41.373426 6.442728
21 55.238474 41.831777 6.412515
22 55.238474 42.037024 6.18072
23 55.238474 42.122259 6.103245
24 55.238474 42.536508 6.118729
25 55.238474 42.878527 6.128087
26 55.238474 43.351221 6.063375
27 55.238474 43.54552 5.97425
28 55.238474 43.797103 5.969389
29 55.238474 43.97182 5.9278
30 55.238474 44.261242 5.70756
31 55.238474 44.335521 5.701948
32 55.238474 44.502583 5.679278
33 55.238474 44.813225 5.667662
34 55.238474 45.070193 5.50164
35 55.525131 45.307231 5.381312
36 55.525131 45.501369 5.340773
37 55.525131 45.660292 5.188349
38 55.525131 46.074242 5.100239
39 55.525131 46.320777 5.078359
40 55.525131 46.652723 5.03768
41 55.525131 46.761736 4.970775
42 55.525131 46.984455 4.846713
43 55.948841 47.132366 4.921742
44 55.948841 47.262713 4.653073
45 55.948841 47.524044 4.009601
46 55.948841 47.622311 4.019553
47 55.948841 47.695437 3.974093
48 55.948841 47.835652 3.981632
49 55.948841 48.194944 3.697201
