

gen best mean std
0 74.773463 9.375751 21.337556
1 85.811736 18.808139 25.761535
2 85.811736 23.039383 25.812244
3 85.838793 29.770573 26.069581
4 85.838793 35.963827 24.801996
5 85.838793 38.893714 24.068383
6 87.011736 43.01748 22.703781
7 87.011736 47.764659 21.552467
8 87.438793 50.890812 21.481204
9 87.438793 53.768641 19.05691
10 87.438793 57.671974 18.841085
11 87.438793 59.562636 18.470999
12 87.438793 61.166637 17.08019
13 89.017915 62.194356 16.298092
14 89.017915 63.475927 15.602491
15 89.017915 64.795859 15.633186
16 89.017915 65.368781 15.650595
17 89.017915 66.986805 13.903747
18 89.017915 68.000958 13.227516
19 89.017915 69.022815 12.720425
20 89.017915 69.325843 12.848488
21 89.017915 70.067946 12.44136
22 89.017915 70.930775 12.351059
23 89.017915 72.035121 12.007247
24 89.017915 72.34774 12.014916
25 89.017915 72.649215 12.000196
26 89.017915 73.033317 11.882847
27 89.017915 73.575482 11.53305
28 91.791187 74.801313 11.523288
29 91.791187 74.980592 11.451843
30 91.791187 75.155954 11.308298
31 91.791187 75.548797 11.174369
32 91.791187 76.117966 11.202708
33 91.791187 76.117966 11.202708
34 91.791187 76.426791 11.090113
35 91.791187 77.089342 10.809696
36 91.791187 77.694625 10.441824
37 91.791187 77.903008 10.40972
38 91.791187 78.002495 10.270874
39 91.791187 78.560865 9.856356
40 91.791187 78.866381 9.811618
41 91.791187 79.16856 9.589354
42 91.791187 79.587101 9.459803
43 91.791187 79.681295 9.373377
44 91.791187 79.999244 9.124864
45 91.791187 80.200964 9.119729
46 91.791187 80.337587 9.137331
47 91.791187 80.511052 9.188051
48 91.791187 80.631192 9.19084
49 91.791187 81.127008 9.040779
