

gen best mean std
0 25.69423 -1.181732 6.167541
1 25.69423 2.341648 6.105041
2 26.515921 5.218246 7.332799
3 27.486138 8.699049 7.480151
4 27.486138 11.290809 7.196434
5 29.139612 14.012285 6.820914
6 31.446542 15.477185 6.879566
7 31.446542 16.728084 6.383465
8 31.446542 18.003675 6.115901
9 31.446542 19.03677 5.89168
10 31.446542 19.612749 5.524202
11 32.601621 20.198068 5.71095
12 32.601621 21.161781 5.630685
13 42.041622 21.971421 5.931863
14 42.041622 22.361501 5.936195
15 42.041622 23.358129 5.983324
16 42.041622 24.168928 6.131238
17 42.041622 24.617687 6.082645
18 42.041622 24.982942 6.198143
19 42.041622 25.627418 6.464531
20 42.041622 26.265413 6.506413
21 42.041622 27.126446 6.699163
22 42.629669 27.578947 6.876194
23 42.629669 28.224958 7.072188
24 45.217845 29.005994 6.960731
25 45.217845 29.15518 6.948684
26 49.626056 29.45576 7.275575
27 50.424737 30.07735 7.737678
28 50.424737 30.739797 7.757847
29 50.424737 30.95593 7.682281
30 50.424737 31.223844 7.54217
31 50.424737 31.618753 7.704613
32 50.424737 32.00833 7.78662
33 50.424737 32.428486 8.057549
34 50.424737 33.02947 8.033267
35 50.424737 33.595594 7.996922
36 50.424737 34.075045 7.886439
37 50.424737 34.379466 7.99321
38 50.424737 35.138709 7.913093
39 50.424737 35.34531 8.07494
40 50.424737 35.724542 8.189655
41 50.424737 35.882027 8.23508
42 50.424737 36.352542 8.246953
43 50.804341 36.583161 8.375836
44 50.804341 36.721739 8.393724
45 50.804341 36.799816 8.344662
46 52.725837 37.025331 8.430322
47 52.725837 37.212348 8.31732
48 52.725837 37.474114 8.363619
49 52.725837 37.904962 8.262259
