

gen best mean std
0 14.972753 -3.977969 4.60198
1 22.708125 -0.786429 7.007114
2 32.60067 1.597663 8.173809
3 32.60067 3.791694 8.531077
4 32.60067 6.805342 10.050061
5 33.066965 10.895555 10.614389
6 33.066965 14.635795 11.128478
7 33.436259 16.773698 11.030262
8 33.436259 19.266096 10.485249
9 35.144706 21.290225 9.980611
10 36.915742 23.473297 9.213885
11 36.915742 25.627292 8.130399
12 36.963183 26.644199 8.354055
13 36.963183 27.367626 8.114112
14 38.797257 27.844354 8.233194
15 38.845239 28.677941 7.474523
16 40.618204 29.580442 7.450575
17 40.618204 30.658211 6.373693
18 40.618204 31.27845 6.231361
19 40.618204 31.899774 5.544922
20 40.629439 32.463084 5.387316
21 40.629439 32.764166 4.87162
22 40.629439 33.336515 4.752296
23 40.629439 33.661964 4.729636
24 40.629439 34.272438 4.157185
25 43.10799 34.766793 4.217419
26 43.10799 34.899995 4.107966
27 43.10799 35.150086 4.043279
28 43.10799 35.271976 4.011134
29 43.10799 35.59288 3.656793
30 43.10799 35.967122 3.438442
31 43.10799 36.298108 3.387301
32 43.10799 36.455376 3.231297
33 43.10799 36.497888 3.218804
34 43.10799 36.73752 3.268252
35 43.10799 36.885616 3.054116
36 44.168195 37.060936 3.180324
37 44.168195 37.258135 3.189164
38 44.168195 37.43717 3.078452
39 44.168195 37.632465 3.059243
40 44.168195 38.121349 2.812651
41 44.168195 38.349831 2.709458
42 44.168195 38.565261 2.708451
43 44.168195 38.844817 2.637766
44 44.168195 39.017092 2.488971
45 44.168195 39.142064 2.40015
46 44.168195 39.259558 2.452771
47 44.168195 39.406647 2.404575
48 44.168195 39.607785 2.493084
49 44.168195 39.617958 2.492326
