

gen best mean std
0 65.742332 1.334269 13.880199
1 65.742332 3.174148 15.496197
2 74.714002 4.980824 17.943028
3 74.714002 5.890845 18.57765
4 74.773463 6.432326 19.581659
5 74.773463 7.705551 19.88228
6 74.773463 8.334936 20.553594
7 74.773463 8.969061 20.754605
8 74.773463 9.250249 20.927053
9 74.773463 10.062188 21.279101
10 74.773463 10.158924 21.389416
11 74.773463 10.44444 21.893364
12 74.868774 11.342817 22.922886
13 74.868774 11.967002 23.481104
14 74.868774 12.883309 24.071264
15 86.5894 13.891394 25.508881
16 86.5894 14.882802 26.257818
17 86.5894 15.414699 26.780739
18 86.5894 15.763085 26.878052
19 86.5894 15.946575 27.207926
20 86.5894 16.038045 27.241355
21 86.5894 16.22531 27.224874
22 86.5894 16.682863 27.617718
23 86.5894 16.773312 27.791922
24 86.5894 17.037631 28.127764
25 86.5894 17.214501 28.04368
26 88.7894 18.33861 29.101513
27 88.7894 18.427725 29.12802
28 88.7894 19.136381 29.485809
29 88.7894 19.241204 29.447903
30 88.7894 19.340386 29.603382
31 88.7894 19.96624 30.131945
32 88.7894 20.329124 30.115934
33 88.7894 20.700725 30.601313
34 88.7894 20.792058 30.539682
35 88.7894 21.239556 30.603835
36 88.7894 21.519961 30.882356
37 88.7894 21.519961 30.882356
38 88.7894 21.798195 31.128439
39 88.7894 21.880692 31.139593
40 88.7894 21.992256 31.33348
41 88.7894 22.082292 31.39727
42 88.7894 22.082292 31.39727
43 88.7894 22.082351 31.397218
44 88.7894 22.171334 31.507684
45 88.7894 22.440318 31.61595
46 88.7894 22.796132 31.758438
47 88.7894 22.875283 31.833069
48 88.7894 23.136325 31.961661
49 88.7894 23.307792 32.048029
