

gen best mean std
0 90.831655 17.111622 32.873311
1 90.97704 22.422905 34.958769
2 90.97704 26.071277 35.164918
3 90.97704 35.098504 37.645666
4 90.97704 40.052452 37.404014
5 90.97704 43.305369 36.978198
6 90.97704 48.331282 36.080554
7 91.462348 51.569103 35.91462
8 91.462348 55.755673 34.682772
9 91.462348 59.638224 33.486415
10 92.553896 61.434834 32.995233
11 92.553896 66.002589 31.185755
12 92.553896 68.319102 29.42271
13 92.553896 70.772003 27.989981
14 92.553896 75.166894 25.267497
15 92.553896 76.555754 24.011016
16 92.553896 76.88588 23.772877
17 92.553896 79.462992 21.365074
18 92.553896 80.421417 20.689431
19 92.553896 80.778264 20.499872
20 92.553896 80.916204 20.510488
21 92.553896 82.503725 19.335842
22 92.553896 82.55008 19.350652
23 92.553896 83.191999 18.635538
24 92.553896 83.414709 18.263068
25 92.553896 85.618457 13.234145
26 92.556168 85.714851 13.258631
27 92.556168 85.765202 13.263962
28 92.677323 85.998334 12.997161
29 92.677323 86.263343 12.779738
30 92.677323 86.406163 12.178742
31 92.677323 87.27837 8.88415
32 92.677323 87.483075 8.033114
33 92.677323 87.552878 8.043398
34 92.681837 87.687067 8.076877
35 92.681837 87.701544 8.080299
36 92.681837 87.851691 7.982917
37 92.681837 87.900416 7.992141
38 92.681837 87.904401 7.990434
39 92.681837 88.01 8.008578
40 93.154253 88.14589 8.02317
41 93.154253 88.271067 8.027347
42 93.154253 88.298564 8.020005
43 93.154253 88.570032 6.874093
44 93.154253 88.961059 5.503842
45 93.154253 89.100631 5.488384
46 93.154253 89.144062 5.485359
47 93.154253 89.159031 5.484332
48 93.154253 89.255107 5.478105
49 93.154253 89.265548 5.478813
