

gen best mean std
0 22.324868 -3.50151 5.495867
1 24.648916 -0.85933 6.852884
2 26.569483 2.140356 7.790656
3 26.569483 4.355549 8.118289
4 27.591916 7.845529 8.491081
5 27.591916 10.505864 8.547454
6 28.767009 14.062356 8.591862
7 28.767009 15.826397 7.922975
8 30.496107 18.212679 7.29532
9 30.496107 19.779241 6.800688
10 30.496107 21.225637 6.468388
11 30.527146 22.564526 5.6933
12 30.527146 23.118229 5.558437
13 33.12653 24.204617 4.411299
14 33.12653 25.070734 3.827209
15 33.12653 25.701243 3.722155
16 39.035654 26.372163 4.065976
17 39.035654 26.874276 3.927003
18 39.035654 27.383485 3.741475
19 39.045565 27.9789 4.043082
20 39.045565 28.291843 4.286783
21 39.045565 28.818878 4.349394
22 39.045565 28.980672 4.364379
23 39.045565 29.284704 4.400426
24 39.045565 29.672409 4.325975
25 39.045565 30.04928 4.313621
26 39.045565 30.290981 4.408871
27 39.045565 30.738063 4.347371
28 39.045565 31.151448 4.400525
29 39.045565 31.434738 4.181069
30 39.045565 31.657326 4.167
31 39.164435 31.710357 4.225115
32 39.164435 32.108124 3.878761
33 39.164435 32.301647 3.787231
34 39.164435 32.532635 3.67862
35 39.164435 32.834862 3.688554
36 39.164435 33.03312 3.734227
37 39.164435 33.190347 3.654381
38 39.164435 33.354862 3.733136
39 39.164435 33.454016 3.759578
40 39.164435 33.547117 3.70142
41 39.164435 33.694881 3.619031
42 39.164435 33.868993 3.593952
43 39.164435 33.995035 3.642317
44 39.184711 34.188404 3.562766
45 39.184711 34.282193 3.548153
46 39.184711 34.285612 3.548752
47 39.184711 34.308316 3.538219
48 39.184711 34.382069 3.50696
49 39.184711 34.4772 3.441004
