

gen best mean std
0 65.986285 13.958764 19.674024
1 74.881903 23.469365 22.643946
2 87.19141 30.07435 22.758409
3 87.19141 36.993885 21.764031
4 87.19141 42.548745 20.261592
5 87.19141 47.292173 19.18176
6 87.19141 50.704146 18.509365
7 87.19141 52.66432 17.364857
8 87.19141 54.05277 18.052522
9 87.193424 54.892979 17.969028
10 87.793424 56.742605 17.441603
11 87.793424 57.727572 16.983373
12 87.793424 60.394651 14.241731
13 87.793424 62.202038 13.324739
14 87.793424 62.661418 12.914379
15 87.793424 62.852047 12.952772
16 87.793424 63.649003 12.113473
17 87.793424 64.746723 12.18718
18 88.993424 65.29899 12.533858
19 88.993424 66.089712 11.561243
20 89.393424 66.708796 12.007881
21 89.87095 67.096262 12.026218
22 89.87095 67.574991 12.242057
23 89.87095 67.787242 12.330212
24 89.87095 68.324298 11.817934
25 89.87095 69.214769 12.027729
26 89.87095 69.672082 11.999612
27 89.87095 70.409923 11.969324
28 89.87095 71.166853 11.983243
29 89.87095 71.815766 11.818868
30 89.87095 72.108253 11.672097
31 89.87095 73.212129 10.912331
32 89.87095 74.071136 10.710504
33 89.87095 74.161083 10.602397
34 89.87095 74.161083 10.602397
35 89.87095 75.03645 10.409593
36 89.87095 75.214018 10.250791
37 89.87095 75.39491 10.08115
38 89.87095 75.787111 9.840214
39 89.87095 76.048366 9.615348
40 89.87095 76.569225 9.576532
41 89.87095 76.761282 9.551029
42 89.87095 76.938779 9.342849
43 89.87095 77.387686 9.246217
44 89.87095 78.169966 9.064524
45 89.87095 78.375336 9.012518
46 89.87095 78.376098 9.011474
47 89.87095 78.706248 8.901867
48 89.87095 79.21201 8.775524
49 89.87095 79.321402 8.694407
