

gen best mean std
0 21.165434 -2.240747 6.226053
1 21.165434 1.577401 8.130952
2 43.535462 4.781357 9.136595
3 43.535462 8.539386 9.939913
4 43.535462 11.598833 9.891958
5 43.535462 13.962752 9.989997
6 46.040055 16.088643 10.862967
7 46.040055 17.65731 11.39334
8 46.040055 18.594049 11.010898
9 46.040055 19.932106 11.573328
10 46.040055 21.168396 11.114701
11 46.040055 22.960718 10.511887
12 51.284507 24.842702 10.950229
13 51.284507 25.747788 10.71223
14 51.284507 27.411137 10.085046
15 51.284507 28.074046 9.72153
16 52.533564 29.018685 9.90584
17 52.533564 29.664875 9.989546
18 52.533564 29.885028 10.095604
19 58.708736 31.16728 10.793001
20 58.708736 31.940679 10.706662
21 58.708736 32.703375 11.345122
22 58.708736 33.029034 11.393481
23 58.708736 33.556835 11.272997
24 58.708736 34.06711 11.2439
25 58.708736 34.643595 11.130924
26 58.708736 35.366672 11.003302
27 58.708736 35.593944 11.083616
28 58.708736 36.011669 11.210466
29 58.708736 36.328669 11.134841
30 58.708736 37.756031 10.873514
31 58.708736 38.254493 10.97711
32 58.708736 38.68582 11.08048
33 58.708736 39.092322 11.079604
34 58.708736 39.390041 11.030845
35 58.708736 39.928581 11.100615
36 58.708736 40.397375 11.074943
37 58.800726 40.827338 11.042442
38 58.800726 41.001306 10.815585
39 58.800726 41.431203 10.675816
40 58.800726 41.616687 10.621104
41 58.800726 42.302246 10.452677
42 65.120232 42.555543 10.550264
43 65.120232 42.854903 10.663907
44 65.120232 42.998896 10.589214
45 65.120232 43.167753 10.530617
46 65.120232 43.294311 10.644345
47 65.120232 43.811762 10.571958
48 65.120232 44.079123 10.567154
49 65.120232 44.293826 10.305324
