

gen best mean std
0 86.240905 6.383053 19.32199
1 86.240905 17.107507 23.411723
2 86.240905 20.408841 23.157194
3 86.240905 24.640391 23.110572
4 86.240905 29.611074 22.830749
5 86.240905 31.181733 22.784518
6 86.240905 34.741449 22.085147
7 86.240905 36.257482 21.920417
8 86.240905 40.248523 21.065061
9 86.240905 41.859047 20.791513
10 86.240905 43.835333 21.422925
11 87.018586 45.647406 21.500188
12 87.018586 47.793266 20.441984
13 87.018586 50.059376 20.362507
14 87.018586 52.865369 19.668739
15 87.018586 55.070173 18.728369
16 88.849357 56.112303 18.774192
17 88.849357 57.525581 18.113955
18 88.849357 59.428011 17.945224
19 88.849357 60.445943 17.847483
20 88.849357 61.913643 16.798954
21 88.849357 63.202101 16.661729
22 88.849357 64.809894 16.523271
23 88.849357 65.554342 15.577455
24 88.849357 66.115017 15.05265
25 88.849357 66.871236 14.681669
26 88.849357 68.335699 13.707351
27 88.849357 69.440213 13.223247
28 88.849357 69.80651 13.186268
29 88.849357 70.590665 13.328834
30 88.849357 70.967302 13.149895
31 88.849357 71.633483 13.078369
32 88.849357 72.244358 12.875711
33 88.849357 72.652475 12.934548
34 88.849357 74.433226 11.832024
35 88.849357 74.435846 11.832721
36 88.849357 74.792941 11.63326
37 88.849357 75.272034 11.051218
38 88.849357 75.387579 11.103854
39 88.849357 76.033431 11.00566
40 88.849357 76.513652 10.855779
41 88.849357 76.799111 10.783938
42 88.849357 77.098963 10.791758
43 88.849357 77.403841 10.640897
44 88.849357 77.59994 10.452134
45 88.849357 77.780614 10.246428
46 88.849357 78.006622 10.225478
47 88.849357 78.18762 10.099836
48 88.849357 78.276293 10.03015
49 88.849357 78.591497 9.838093
