

gen best mean std
0 86.671965 9.532464 30.338551
1 89.390267 15.9872 34.793786
2 89.390267 21.55097 37.381333
3 89.390267 23.062465 38.047301
4 89.390267 24.932006 38.95088
5 89.390267 28.921267 39.343416
6 91.503229 32.640202 41.023385
7 91.503229 34.680087 41.689682
8 91.503229 35.83276 41.548944
9 91.503229 39.038201 42.762709
10 91.503229 40.127816 42.659842
11 91.503229 42.826768 42.51562
12 91.633573 45.076437 43.188438
13 91.633573 46.666488 43.188794
14 92.035982 49.12901 43.068886
15 92.035982 50.070354 43.003974
16 92.035982 50.255793 42.991985
17 92.035982 51.183603 42.810049
18 92.035982 51.8379 42.844048
19 92.035982 52.665203 42.373992
20 92.035982 53.487914 42.649317
21 92.035982 53.494246 42.652398
22 92.035982 53.660888 42.700452
23 92.035982 53.934546 42.479781
24 92.035982 54.801292 42.729238
25 92.035982 55.290407 42.801767
26 92.035982 55.507151 42.945396
27 92.035982 55.619277 42.869435
28 92.035982 55.747302 42.966325
29 92.035982 55.987952 42.909752
30 92.035982 56.700807 42.913602
31 92.275982 57.640669 42.484975
32 92.275982 58.607156 42.061396
33 92.275982 58.965689 41.726809
34 92.275982 58.966936 41.727414
35 92.275982 58.968093 41.72798
36 92.275982 59.171179 41.770324
37 92.275982 60.892023 41.236261
38 92.275982 62.009788 40.773182
39 92.275982 62.612614 40.740689
40 92.275982 63.291906 40.840461
41 92.275982 63.29282 40.840975
42 92.275982 63.476308 40.930726
43 92.275982 63.502856 40.946452
44 92.275982 63.502856 40.946452
45 92.275982 63.585465 40.995079
46 92.275982 63.603796 41.006608
47 92.275982 63.734367 40.89359
48 92.275982 63.870745 40.785948
49 92.275982 63.884684 40.789258
