

gen best mean std
0 89.436678 17.269438 33.094762
1 89.436678 26.526899 36.745587
2 89.436678 32.721585 36.600125
3 91.166611 44.144734 37.811693
4 91.166611 51.288918 35.581075
5 91.166611 57.775811 34.628515
6 91.722264 62.664415 32.716302
7 91.722264 72.710668 26.833676
8 91.722264 77.64395 21.817453
9 91.722264 81.740998 16.242147
10 91.722264 84.083023 11.598981
11 91.722264 84.295806 11.459054
12 91.722264 85.487562 8.898051
13 92.142264 86.458994 6.297853
14 92.142264 86.565826 6.33944
15 92.142264 86.613527 6.334162
16 92.230675 86.779752 6.387047
17 92.230675 86.789653 6.386543
18 92.230675 86.821024 6.386151
19 92.230675 87.682439 1.837046
20 92.230675 87.797523 1.866256
21 92.230675 87.970978 1.91836
22 92.230675 88.049883 1.895729
23 92.230675 88.149274 1.942181
24 92.230675 88.164855 1.952372
25 92.230675 88.1707 1.949058
26 92.230675 88.330906 2.049159
27 92.230675 88.425155 2.02587
28 92.230675 88.492312 2.047455
29 92.230675 88.60758 2.079718
30 92.230675 88.624287 2.07969
31 92.893152 88.712752 2.121478
32 92.893152 88.744557 2.110596
33 92.893152 88.775092 2.111125
34 92.893152 88.786393 2.111768
35 92.893152 88.880646 2.104129
36 92.893152 88.881246 2.103525
37 92.893152 88.959002 2.073058
38 92.893152 88.982592 2.057779
39 92.893152 89.055619 2.043403
40 92.893152 89.066323 2.047577
41 92.893152 89.104132 2.075426
42 92.893152 89.136011 2.073019
43 92.893152 89.187848 2.066981
44 92.893152 89.258151 2.070772
45 92.893152 89.258203 2.070701
46 92.893152 89.258203 2.070701
47 92.893152 89.301884 2.062623
48 92.893152 89.301884 2.062623
49 92.893152 89.404367 2.028517
