

gen best mean std
0 17.062717 -2.901127 5.717334
1 23.225054 0.344514 7.063512
2 25.282575 3.517358 7.492378
3 29.152186 6.986161 7.807464
4 35.98571 11.476339 8.673679
5 35.98571 16.538477 9.506515
6 35.98571 20.394666 8.772403
7 37.365556 22.704052 8.588517
8 37.365556 25.377157 6.921397
9 41.870884 28.394897 6.371475
10 42.342608 29.428152 6.225874
11 43.881162 30.609169 6.369441
12 43.881162 31.778262 6.548632
13 45.90121 34.222682 6.213449
14 45.90121 36.188405 5.801659
15 47.856821 37.798834 5.77511
16 47.856821 39.070795 6.146168
17 47.856821 40.40398 5.96013
18 49.890525 41.225568 5.501341
19 49.891717 42.33024 5.305401
20 49.900118 43.316437 5.256616
21 49.900875 44.12004 5.193687
22 49.900875 45.062021 5.080072
23 49.900875 45.784384 4.889132
24 49.902296 46.100236 4.827917
25 49.902464 46.769485 4.601758
26 49.902464 47.50404 3.419738
27 49.903648 47.722781 3.372066
28 49.903933 48.069467 3.261645
29 49.903933 48.324331 3.016044
30 49.903933 48.652029 2.911435
31 49.904867 48.828564 2.898435
32 49.904867 48.917637 2.868404
33 49.905152 49.019382 2.851953
34 49.905152 49.213052 2.151089
35 49.905152 49.25441 2.143852
36 49.905152 49.340829 2.101664
37 49.905152 49.405073 2.05438
38 49.905152 49.748027 0.68502
39 49.905152 49.768403 0.658936
40 49.905152 49.789226 0.630399
41 49.905152 49.810011 0.599045
42 49.905152 49.810197 0.598791
43 49.905152 49.830951 0.566311
44 49.905152 49.83105 0.566323
45 49.905152 49.831052 0.566324
46 49.905152 49.83112 0.566123
47 49.905152 49.904732 0.002008
48 49.905152 49.904761 0.001996
49 49.905152 49.90478 0.001995
