

gen best mean std
0 74.777424 6.230517 17.931212
1 74.777424 11.571119 20.292504
2 74.777424 14.539128 21.696355
3 74.853671 20.513195 23.45702
4 74.853671 23.822806 23.936849
5 84.593424 28.302271 24.062266
6 84.593424 32.225068 24.107118
7 84.593424 34.798072 23.639551
8 85.040905 38.641686 23.162496
9 85.040905 41.122669 22.592053
10 85.7894 43.644633 22.547519
11 85.7894 45.420337 21.362595
12 87.011736 46.159318 21.292694
13 87.011736 50.651826 21.200735
14 87.39141 52.955929 20.957405
15 87.39141 54.459354 19.865123
16 87.39141 55.788808 20.075222
17 87.39141 56.61709 19.835341
18 87.39141 58.97802 19.430786
19 87.39141 60.854458 18.257992
20 87.39141 61.22799 18.156882
21 87.39141 61.84325 17.699964
22 88.638793 62.058305 17.423607
23 88.638793 62.522461 17.123604
24 88.638793 63.323845 16.356584
25 88.638793 63.786341 16.459697
26 88.638793 64.050294 16.320183
27 88.638793 64.579509 15.38907
28 88.638793 65.47725 14.73279
29 88.638793 65.8341 14.578289
30 88.638793 66.326183 14.718403
31 88.638793 67.3401 14.102276
32 88.638793 67.71249 14.191682
33 88.638793 67.99669 14.092564
34 88.638793 68.169989 13.954145
35 88.638793 69.319907 13.796358
36 88.638793 69.680587 13.699083
37 88.638793 69.769971 13.644079
38 88.638793 70.035528 13.120522
39 88.638793 70.308876 13.058223
40 88.638793 70.585723 13.062911
41 88.638793 71.269804 13.098132
42 88.638793 71.441455 12.853727
43 88.638793 71.712852 12.763796
44 88.638793 71.83085 12.845916
45 88.638793 72.099235 12.747286
46 88.638793 72.101876 12.74958
47 88.638793 72.714818 12.796005
48 88.638793 72.806778 12.714488
49 88.638793 72.995436 12.68929
