

gen best mean std
0 90.021114 7.366766 21.535004
1 90.021114 10.936503 22.7038
2 90.021114 14.802198 23.712059
3 90.021114 17.468639 24.340503
4 90.021114 20.517894 25.607777
5 90.021114 23.457785 26.139683
6 90.021114 25.523283 26.688381
7 90.021114 28.899751 28.463641
8 90.021114 31.850899 28.271985
9 90.021114 36.696425 28.898214
10 90.021114 37.345298 28.833828
11 90.021114 39.309746 28.387235
12 90.021114 40.741811 28.810395
13 90.021114 41.753418 29.294859
14 90.021114 42.569062 29.205602
15 90.021114 43.104449 28.808523
16 90.021114 44.647607 28.585911
17 90.021114 46.689234 27.990547
18 90.021114 48.207481 28.040699
19 90.021114 49.791035 28.207871
20 90.021114 51.317422 27.223453
21 90.021114 52.486164 27.191267
22 90.021114 53.10891 26.697856
23 90.021114 53.674178 26.463865
24 90.021114 54.222007 26.329749
25 90.021114 54.677182 26.401967
26 90.021114 55.032894 26.433011
27 90.021114 55.323853 26.494431
28 90.021114 56.051576 26.514996
29 90.021114 56.743449 26.616342
30 90.021114 57.636155 25.624519
31 90.021114 57.812742 25.526238
32 90.021114 58.900738 25.004834
33 90.021114 59.024256 25.087095
34 90.021114 59.832596 25.288591
35 90.021114 60.280756 25.298097
36 90.021114 60.372812 25.17206
37 90.021114 60.383745 25.161582
38 90.021114 61.065579 25.154018
39 90.021114 61.515657 24.506816
40 90.021114 61.867622 24.536775
41 90.021114 62.792889 24.115771
42 90.021114 63.895715 23.594911
43 90.021114 64.075912 23.540537
44 90.021114 64.52109 23.454083
45 90.021114 64.933959 23.587944
46 90.021114 65.501475 23.500475
47 90.021114 66.457676 23.520136
48 90.021114 67.058909 23.71937
49 90.021114 67.27285 23.737482
