

gen best mean std
0 25.503018 -0.976021 7.0251
1 25.503018 2.220935 7.61021
2 32.22194 5.256328 7.743668
3 32.22194 7.390353 7.324562
4 38.005173 9.083115 8.250203
5 38.005173 11.135014 8.592813
6 38.005173 12.466912 8.624992
7 38.005173 13.851471 8.128077
8 38.005173 15.295804 7.862468
9 38.005173 16.021139 7.605887
10 38.005173 16.893276 7.125062
11 38.005173 17.667147 7.045124
12 38.005173 18.958687 6.864361
13 38.005173 21.536738 6.702778
14 38.005173 23.636409 6.556328
15 38.005173 25.229957 6.0868
16 38.005173 25.913645 5.8872
17 38.005173 26.514276 5.856345
18 45.731772 27.712595 6.041847
19 45.731772 28.510683 6.109869
20 45.731772 29.493235 5.744504
21 49.986413 30.738231 6.268673
22 49.986413 31.982875 6.661201
23 51.412803 33.067976 6.88626
24 51.412803 34.19187 6.911456
25 55.592029 35.833676 7.660949
26 55.592029 37.45225 7.785016
27 55.592029 38.764639 8.281546
28 60.589682 39.622331 8.455168
29 60.589682 40.735859 8.911533
30 60.589682 42.177896 9.15928
31 61.063407 43.468222 9.091961
32 61.063407 44.241739 9.047612
33 61.063407 44.980947 8.956661
34 61.063407 45.569116 8.756519
35 61.063407 46.125077 8.567536
36 62.643548 46.695678 8.76895
37 62.643548 46.867298 8.781049
38 62.643548 47.007582 8.777274
39 62.643548 47.316034 8.758144
40 62.643548 47.735455 8.733031
41 62.643548 48.339472 8.676073
42 62.643548 48.708887 8.774079
43 62.643548 48.748151 8.770483
44 62.643548 48.855536 8.600408
45 62.643548 49.091989 8.563037
46 62.643548 49.219641 8.437838
47 62.643548 49.718878 8.343378
48 62.643548 49.98964 8.422617
49 62.643548 50.028055 8.399285
