

gen best mean std
0 18.89248 -2.741695 6.154459
1 29.50827 1.905326 7.853581
2 29.50827 5.399731 8.296211
3 33.042407 9.537943 9.125348
4 33.042407 11.501705 8.789498
5 33.127153 14.908403 9.797386
6 35.149491 17.52868 9.310297
7 35.161217 19.468472 9.240888
8 35.161217 21.717428 8.867449
9 36.897696 23.621641 8.628818
10 42.019502 24.929658 8.788695
11 42.019502 25.889131 8.376314
12 42.019502 26.701727 8.111472
13 42.019502 27.691701 8.008983
14 42.019502 28.463122 7.833795
15 42.019502 29.136671 7.921746
16 42.019502 29.778871 7.179953
17 42.961202 30.38839 6.976364
18 42.961202 30.671771 6.893883
19 42.961202 31.27633 6.787738
20 42.961202 31.633833 6.765696
21 42.961202 32.137517 6.413722
22 43.501505 32.693314 5.860596
23 43.501505 32.928712 5.797437
24 43.501505 33.798001 5.211221
25 43.501505 34.30468 4.865908
26 43.501505 34.952776 4.449193
27 43.501505 35.156406 4.320529
28 43.501505 35.419187 4.398306
29 43.501505 35.842997 4.267421
30 43.501505 36.206191 4.001573
31 43.501505 36.305296 3.970171
32 43.501505 36.596385 4.052436
33 43.501505 36.704135 4.075291
34 43.501505 36.886103 3.822465
35 43.501505 37.26067 3.715873
36 43.501505 37.394848 3.711969
37 43.501505 37.596794 3.75624
38 43.501505 37.766308 3.796376
39 43.501505 37.850732 3.785024
40 43.501505 37.99903 3.701247
41 43.501505 38.206756 3.24626
42 45.57895 38.418945 3.361177
43 45.57895 38.580129 3.382235
44 45.57895 38.76428 3.330251
45 45.57895 38.952759 3.438993
46 45.57895 38.983699 3.451763
47 45.57895 39.032904 3.431913
48 45.57895 39.23964 3.443366
49 45.57895 39.311908 3.422054
